5.366749992254304935e-02,6.302821739360967568e-01,5.334825698484143564e-01,9.177999842254818130e-01,9.732921328765862246e-01,2.160524094492763114e-01,5.286795627869483871e-01,8.507506042790147216e-01,1.021570755000000000e+09
5.366749992254304935e-02,6.302821739360967568e-01,5.334825698484143564e-01,9.177999842254818130e-01,9.732921328765862246e-01,3.160524094492763170e-01,5.286795627869483871e-01,8.507506042790147216e-01,1.021570755000000000e+09
5.366749992254304935e-02,6.302821739360967568e-01,5.334825698484143564e-01,9.177999842254818130e-01,9.732921328765862246e-01,2.260524094492763203e-01,5.286795627869483871e-01,8.507506042790147216e-01,1.021570755000000000e+09
5.366749992254304935e-02,6.302821739360967568e-01,5.334825698484143564e-01,9.177999842254818130e-01,9.732921328765862246e-01,2.170524094492763123e-01,5.286795627869483871e-01,8.507506042790147216e-01,1.021570755000000000e+09
5.366749992254304935e-02,6.302821739360967568e-01,5.334825698484143564e-01,9.177999842254818130e-01,9.732921328765862246e-01,2.161524094492763004e-01,5.286795627869483871e-01,8.507506042790147216e-01,1.021570755000000000e+09
5.366749992254304935e-02,6.302821739360967568e-01,5.334825698484143564e-01,9.177999842254818130e-01,9.732921328765862246e-01,2.160624094492763214e-01,5.286795627869483871e-01,8.507506042790147216e-01,1.021570755000000000e+09
5.366749992254304935e-02,6.302821739360967568e-01,5.334825698484143564e-01,9.177999842254818130e-01,9.732921328765862246e-01,2.160534094492763124e-01,5.286795627869483871e-01,8.507506042790147216e-01,1.021570755000000000e+09
5.366749992254304935e-02,6.302821739360967568e-01,5.334825698484143564e-01,9.177999842254818130e-01,9.732921328765862246e-01,2.160525094492763143e-01,5.286795627869483871e-01,8.507506042790147216e-01,1.021570755000000000e+09
5.366749992254304935e-02,6.302821739360967568e-01,5.334825698484143564e-01,9.177999842254818130e-01,9.732921328765862246e-01,2.160524094492763114e-01,6.286795627869483649e-01,8.507506042790147216e-01,1.021570755000000000e+09
5.366749992254304935e-02,6.302821739360967568e-01,5.334825698484143564e-01,9.177999842254818130e-01,9.732921328765862246e-01,2.160524094492763114e-01,5.386795627869483960e-01,8.507506042790147216e-01,1.021570755000000000e+09
5.366749992254304935e-02,6.302821739360967568e-01,5.334825698484143564e-01,9.177999842254818130e-01,9.732921328765862246e-01,2.160524094492763114e-01,5.296795627869483880e-01,8.507506042790147216e-01,1.021570755000000000e+09
5.366749992254304935e-02,6.302821739360967568e-01,5.334825698484143564e-01,9.177999842254818130e-01,9.732921328765862246e-01,2.160524094492763114e-01,5.287795627869483761e-01,8.507506042790147216e-01,1.021570755000000000e+09
5.366749992254304935e-02,6.302821739360967568e-01,5.334825698484143564e-01,9.177999842254818130e-01,9.732921328765862246e-01,2.160524094492763114e-01,5.286895627869483416e-01,8.507506042790147216e-01,1.021570755000000000e+09
5.366749992254304935e-02,6.302821739360967568e-01,5.334825698484143564e-01,9.177999842254818130e-01,9.732921328765862246e-01,2.160524094492763114e-01,5.286805627869484159e-01,8.507506042790147216e-01,1.021570755000000000e+09
5.366749992254304935e-02,6.302821739360967568e-01,5.334825698484143564e-01,9.177999842254818130e-01,9.732921328765862246e-01,2.160524094492763114e-01,5.286796627869483345e-01,8.507506042790147216e-01,1.021570755000000000e+09
5.366749992254304935e-02,6.302821739360967568e-01,5.334825698484143564e-01,9.177999842254818130e-01,9.732921328765862246e-01,2.160524094492763114e-01,5.286795627869483871e-01,9.507506042790146994e-01,1.021570755000000000e+09
5.366749992254304935e-02,6.302821739360967568e-01,5.334825698484143564e-01,9.177999842254818130e-01,9.732921328765862246e-01,2.160524094492763114e-01,5.286795627869483871e-01,8.607506042790147305e-01,1.021570755000000000e+09
5.366749992254304935e-02,6.302821739360967568e-01,5.334825698484143564e-01,9.177999842254818130e-01,9.732921328765862246e-01,2.160524094492763114e-01,5.286795627869483871e-01,8.517506042790147225e-01,1.021570755000000000e+09
5.366749992254304935e-02,6.302821739360967568e-01,5.334825698484143564e-01,9.177999842254818130e-01,9.732921328765862246e-01,2.160524094492763114e-01,5.286795627869483871e-01,8.508506042790147106e-01,1.021570755000000000e+09
5.366749992254304935e-02,6.302821739360967568e-01,5.334825698484143564e-01,9.177999842254818130e-01,9.732921328765862246e-01,2.160524094492763114e-01,5.286795627869483871e-01,8.507606042790146761e-01,1.021570755000000000e+09
5.366749992254304935e-02,6.302821739360967568e-01,5.334825698484143564e-01,9.177999842254818130e-01,9.732921328765862246e-01,2.160524094492763114e-01,5.286795627869483871e-01,8.507516042790147504e-01,1.021570755000000000e+09
5.366749992254304935e-02,6.302821739360967568e-01,5.334825698484143564e-01,9.177999842254818130e-01,9.732921328765862246e-01,2.160524094492763114e-01,5.286795627869483871e-01,8.507507042790146690e-01,1.021570755000000000e+09
5.366749992254304935e-02,6.302821739360967568e-01,5.334825698484143564e-01,9.177999842254818130e-01,9.732921328765862246e-01,2.160524094492763114e-01,5.286795627869483871e-01,8.507506042790147216e-01,1.021570755000000000e+09
