X1,X2,X3,X4,X5,X6,X7,X8,X9
0.21365222904972792,0.6584324973627778,0.06352303883059784,0.6607977788155441,0.21517228857230208,0.1199518743194584,0.15306935635844232,0.1710629019345643,392822614.0
0.2348451774002991,0.561292580982505,0.14063347891561107,0.98597972897142,0.21103806682197787,0.43635417156856066,0.8760160960238426,0.7316969636333518,814854706.0
0.5455297826628379,0.8085432269627892,0.7384433724345795,0.32905081001234227,0.24026938847311352,0.8210253249203453,0.8006164875439633,0.35474909462990006,1161333841.0
0.9548094546453002,0.3717865862853541,0.05527347708627472,0.5860580228971278,0.30819448366517854,0.18786904062300824,0.8525867120562723,0.22305005155295807,1831593910.0
0.9499347166516462,0.8718020947273085,0.3460530514204532,0.6472620285205938,0.5608947305131473,0.9980702475905203,0.9706163166218771,0.023336782268551515,938660390.0
0.9127882345522336,0.9307380959005821,0.9005643725864816,0.1159640439904318,0.17599157929374443,0.18431400615923296,0.7997107622665024,0.6453573583553596,1382729111.0
0.9480817470697527,0.336350348226456,0.28916898094510657,0.6553216544641388,0.21442726272745968,0.96909994972536,0.4198384847105727,0.013016747484793312,1059668034.0
0.13916774388680275,0.909362474851816,0.07181865894236494,0.06904254242485153,0.7084319319345043,0.7807091102653189,0.7839866484014388,0.0930220169621895,685514649.0
0.3337748106346594,0.5978927646955075,0.061293403618857274,0.2040994463334533,0.4366021205349004,0.699915784170344,0.8842346755868966,0.4222142206593436,577980511.0
0.7546560818518779,0.26748980852542426,0.9833507381602062,0.43758369676808617,0.869843866364506,0.9047437319562365,0.4556206200585241,0.5234345234852651,869483337.0
0.16513224934694515,0.30637339112283773,0.005982979321354165,0.5722404322972572,0.19775040570213964,0.5042918229090746,0.9071277634912472,0.3180070512506503,262571521.0
0.21365844982280424,0.011581136053362528,0.9319813993636193,0.573848515156236,0.4328285065665232,0.05330498875653422,0.06133546429383063,0.07407997263687205,735573666.0
0.9656771821913059,0.6075912128799296,0.6184883677432816,0.3051391899536753,0.6398954946584722,0.6613402392582841,0.534517963816382,0.3904408889982997,1812230913.0
0.08331564559046067,0.010668418542437053,0.09731038503169609,0.7771037776418093,0.912733426375545,0.3719242327434892,0.8474870260288032,0.971908786381216,690166991.0
0.49491767470664966,0.01433421166911608,0.20126420181553617,0.11685555814109128,0.6794109342617016,0.970906735842089,0.012344634477812089,0.8565109558017389,1727763381.0
0.5319096006162324,0.9242913389883065,0.3093204448539272,0.958284941561196,0.6926180522252495,0.7460874364594997,0.9116540145087046,0.2892163675787899,1926746392.0
0.6167434444604486,0.416425787621069,0.6592947419011644,0.9911516364572253,0.7551746362236161,0.3592735071854787,0.9441360957674888,0.40262299483825,292585822.0
0.6919498760300518,0.04915013422581915,0.09853754781094105,0.04482505097683386,0.007394786530937058,0.9395620114754691,0.1943432746223089,0.4853971774215776,1332661435.0
0.8028096087042694,0.9820451329140946,0.39402681513490656,0.019654365974497545,0.1317207445909513,0.741564374961607,0.27952060371939835,0.12075410127311648,1410850959.0
0.8013048509329691,0.5768088211854345,0.5519300089069179,0.8493402868496209,0.9755270886186524,0.4881232493740345,0.44900440167138855,0.8250233879415094,72771149.0
0.2988987250574684,0.9888841865680205,0.07380755760648294,0.9905231998837684,0.8669983724540085,0.18508725743664975,0.26757636174267646,0.5926123655991842,184922220.0
